date,Sleep Score,Total Sleep Score,REM Sleep Score,Deep Sleep Score,Sleep Efficiency Score,Restfulness Score,Sleep Latency Score,Sleep Timin Score,Total Sleep Duration,Total Bedtime ,Awake Time,REM Sleep Duration,Light Sleep Duration,Deep Sleep Duration,Restless Sleep,Sleep Efficiency,Sleep Latency,Sleep Timing,Bedtime Start,Bedtime End,Average Resting Heart Rate,Lowest Resting Heart Rate,Average HRV,Temperature Deviation (Â°C),Temperature Trend Deviation,Respiratory Rate,Activity Score,Stay Active Score,Move Every Hour Score,Meet Daily Targets Score,Training Frequency Score,Training Volume Score,Activity Burn,Total Burn,Steps,Equivalent Walking Distance,Inactive Time,Rest Time,Low Activity Time,Medium Activity Time,High Activity Time,Non-wear Time,Average MET,Long Periods of Inactivity,Readiness Score,Previous Night Score,Sleep Balance Score,Previous Day Activity Score,Activity Balance Score,Temperature Score,Resting Heart Rate Score,HRV Balance Score,Recovery Index Score
12/10/2022,71,57,79,97,55,75,70,100,20310,27720,7410,5280,8820,6210,163,73,240,13380,2022-12-09T20:38:31.000-05:00,2022-12-10T04:20:31.000-05:00,60.96,48,38,-0.14,0.12,13,63,79,100,25,1,64,392,2485,9151,7610,32460,19260,15240,2280,0,17160,1.4375,0,64,63,47,84,93,100,76,84,6
12/11/2022,57,29,33,73,81,73,75,100,13560,16080,2520,2250,7650,3660,76,84,390,7890,2022-12-10T22:35:51.000-05:00,2022-12-11T03:03:51.000-05:00,58.92,51,34,-0.34,0.01,12.125,62,49,95,43,1,66,313,2452,7106,5567,46020,19740,15300,1560,0,3780,1.4375,1,55,28,42,88,84,93,53,72,48
12/12/2022,68,47,66,100,69,73,67,100,17730,22440,4710,4440,4560,8730,96,79,210,9870,2022-12-11T22:54:02.000-05:00,2022-12-12T05:08:02.000-05:00,58.86,51,29,0,0,12.5,69,63,100,60,1,66,319,2465,6709,5455,38760,24000,16980,1320,0,5340,1.4375,0,59,55,41,82,83,100,54,56,72
12/13/2022,83,72,94,98,100,73,72,100,23820,25140,1320,6270,9870,7680,138,95,300,12600,2022-12-12T22:30:24.000-05:00,2022-12-13T05:29:24.000-05:00,58.2,51,45,0.07,0.12,13,78,59,100,78,40,96,625,2780,9836,9918,41100,19500,15300,1860,1740,6900,1.625,0,67,93,47,87,82,99,55,55,83
12/14/2022,58,36,33,97,79,78,32,100,15150,18360,3210,2250,6300,6600,103,83,2370,10200,2022-12-13T23:43:19.000-05:00,2022-12-14T04:49:19.000-05:00,54.75,48,60,-0.32,0.06,13.25,79,52,100,95,40,96,267,2373,5436,4607,44640,24900,12600,1440,60,2760,1.375,0,54,30,43,42,72,94,79,64,56
12/15/2022,76,68,61,100,88,69,70,100,23040,26400,3360,4140,9960,8940,208,87,270,13440,2022-12-14T21:49:00.000-05:00,2022-12-15T05:09:00.000-05:00,57.32,49,69,0.13,0.09,12.875,81,60,95,100,71,96,434,2548,9651,7897,40440,24480,14880,3480,60,3060,1.46875,1,66,75,48,84,73,93,71,76,45
12/16/2022,73,55,76,96,93,70,70,100,19710,22200,2490,5070,9240,5400,139,89,270,11280,2022-12-15T21:49:51.000-05:00,2022-12-16T03:59:51.000-05:00,58.65,48,63,-0.45,-0.03,13.125,76,46,95,100,71,96,258,2403,5808,4279,47280,18720,15480,1020,0,3900,1.40625,1,64,68,49,78,68,90,80,84,26
12/17/2022,58,32,35,86,58,77,72,100,14160,19080,4920,2400,7440,4320,65,74,300,9570,2022-12-17T00:09:23.000-05:00,2022-12-17T05:27:23.000-05:00,54.19,48,46,-0.03,-0.01,12.125,91,73,100,95,71,95,243,2316,5123,4177,34440,26340,13560,1140,0,10920,1.34375,0,64,30,44,84,71,100,80,82,83
12/18/2022,74,52,80,98,96,73,72,100,19050,21000,1950,5370,6300,7380,101,91,300,10290,2022-12-17T22:54:56.000-05:00,2022-12-18T04:44:56.000-05:00,61.57,54,35,0.12,0.09,12.25,89,65,100,95,71,87,321,2451,8101,5907,33780,6180,15120,1800,0,29520,1.46875,0,61,70,45,94,75,95,33,72,67
12/20/2022,75,61,79,97,79,73,75,100,21270,25740,4470,5250,9690,6330,155,83,390,12120,2022-12-19T22:28:52.000-05:00,2022-12-20T05:37:52.000-05:00,58.09,50,59,-0.2,0.1,12.375,95,88,100,95,96,97,348,2384,2058,5374,27060,26220,6840,300,1560,24420,1.375,0,65,73,48,53,68,98,65,81,80
12/21/2022,84,74,95,98,98,74,81,100,24540,26460,1920,6570,10350,7620,142,93,480,13140,2022-12-20T22:25:01.000-05:00,2022-12-21T05:46:01.000-05:00,55.94,47,45,0.13,0.14,11.75,84,62,100,78,96,97,301,2379,3281,5095,39480,27540,11340,1440,360,6240,1.375,0,75,95,55,75,73,94,89,76,72
12/22/2022,82,71,83,98,98,82,67,100,23550,25200,1650,5550,10380,7620,176,93,180,12660,2022-12-21T22:19:49.000-05:00,2022-12-22T05:19:49.000-05:00,55.34,48,47,-0.5,-0.04,12,73,47,100,60,71,96,179,2283,3964,2949,46740,25860,10500,540,0,2760,1.3125,0,76,90,59,82,75,88,82,75,84
12/23/2022,79,66,69,98,100,85,64,100,22530,23460,930,4620,10290,7620,144,96,150,11670,2022-12-22T22:08:26.000-05:00,2022-12-23T04:39:26.000-05:00,55.19,48,54,-0.41,-0.2,12.5,78,49,95,60,71,95,246,2345,5597,4242,45660,23160,9120,1680,0,6780,1.375,1,77,82,62,88,81,91,82,81,81
12/24/2022,68,40,56,98,96,74,75,100,16050,17580,1530,3750,4890,7410,106,91,360,8910,2022-12-23T23:42:09.000-05:00,2022-12-24T04:35:09.000-05:00,62.68,56,43,0.1,-0.09,12,81,72,100,60,71,85,206,2224,4544,3832,34920,29040,8880,900,60,12600,1.28125,0,59,55,58,85,83,96,20,78,48
12/25/2022,86,91,84,98,81,72,70,100,28620,34080,5460,5610,15420,7590,164,84,240,17040,2022-12-24T21:42:29.000-05:00,2022-12-25T07:10:29.000-05:00,56.54,47,41,-0.09,0.04,11.25,71,65,95,43,71,63,191,2261,4419,3030,36180,31440,13860,300,0,4620,1.3125,1,77,100,66,93,86,100,90,73,34
12/26/2022,86,81,79,99,95,81,78,100,26160,29040,2880,5280,13170,7710,143,90,420,14310,2022-12-25T22:12:34.000-05:00,2022-12-26T06:16:34.000-05:00,55.96,49,36,0.46,0.27,11,61,59,100,25,40,47,158,2189,3690,2741,39840,34740,9120,540,0,2160,1.25,0,73,99,71,97,90,66,75,64,50
12/27/2022,82,68,79,100,88,90,78,100,22830,26280,3450,5280,7290,10260,130,87,1380,14130,2022-12-26T21:27:57.000-05:00,2022-12-27T04:45:57.000-05:00,55.75,47,58,0.21,0.34,11.5,45,40,78,1,1,41,195,2290,4500,3507,49860,23340,9420,840,0,2940,1.34375,2,83,89,72,95,94,87,90,73,83
12/28/2022,65,38,22,97,96,84,75,100,15720,17340,1620,1560,8040,6120,98,91,390,8490,2022-12-27T23:21:31.000-05:00,2022-12-28T04:10:31.000-05:00,57.39,49,63,0.23,0.36,12.125,48,51,100,1,1,33,198,2331,4489,3068,44700,21120,14580,300,0,5700,1.375,0,68,47,65,83,95,85,75,82,32
12/29/2022,75,54,50,97,95,88,83,100,19620,21900,2280,3420,9600,6600,69,90,540,10470,2022-12-29T00:02:31.000-05:00,2022-12-29T06:07:31.000-05:00,59.42,51,61,-0.07,0.2,11.875,53,80,100,1,1,40,389,2546,8153,6544,30420,19980,20940,1380,0,13680,1.5,0,74,72,63,89,97,100,59,86,69
12/30/2022,62,38,41,97,88,69,64,97,15660,18000,2340,2790,6780,6090,134,87,150,8550,2022-12-30T00:42:29.000-05:00,2022-12-30T05:42:29.000-05:00,57.4,46,63,-0.21,0.03,12.25,53,78,95,1,1,46,389,2498,8894,7515,31680,23520,18360,1500,0,11340,1.46875,1,72,40,57,91,93,98,99,89,49
12/31/2022,84,72,95,99,97,80,81,92,23970,26100,2130,6390,9090,8490,128,92,480,13080,2022-12-30T23:36:48.000-05:00,2022-12-31T06:51:48.000-05:00,55.38,47,63,-0.21,-0.07,12.375,68,88,100,25,40,67,557,2702,11576,10470,27120,22320,24420,3000,0,9540,1.5625,0,83,95,60,88,87,98,91,92,86
1/1/2023,72,50,68,100,97,78,67,90,18720,20280,1560,4530,5070,9120,77,92,210,9870,2023-01-01T00:33:46.000-05:00,2023-01-01T06:11:46.000-05:00,54.51,46,49,-0.05,-0.01,12,78,95,100,43,71,96,848,3039,19309,15984,23520,24000,28080,6300,60,4440,1.75,0,75,65,57,84,76,100,99,91,63
1/2/2023,67,50,36,99,69,73,97,78,14400,18300,3900,2250,6810,5340,106,79,930,8640,2023-01-01T23:42:02.000-05:00,2023-01-02T04:47:02.000-05:00,57.73,48,59,-0.02,0.06,11.875,70,60,100,43,71,95,218,2331,4974,3378,40800,21900,15120,480,0,8100,1.34375,0,68,53,54,71,55,100,84,92,75
1/3/2023,64,38,35,98,86,71,78,100,15750,18360,2610,2400,6330,7020,103,86,420,9300,2023-01-03T00:20:20.000-05:00,2023-01-03T05:26:20.000-05:00,54.88,47,67,0.03,0.1,12.375,83,59,100,60,96,96,494,2669,9846,8697,40080,21060,14160,4440,0,6660,1.5625,0,67,45,49,91,60,100,91,94,49
1/4/2023,71,54,40,96,99,79,70,100,19680,21000,1320,2700,11100,5880,89,94,270,10380,2023-01-04T00:00:11.000-05:00,2023-01-04T05:50:11.000-05:00,57.93,52,56,-0.05,0.08,12.625,81,53,100,60,96,96,295,2447,6225,4859,43860,21300,17160,840,0,3240,1.4375,0,66,63,49,78,55,100,53,94,88
1/5/2023,69,44,48,98,93,76,78,100,17160,19200,2040,3210,6630,7320,88,89,420,9360,2023-01-04T23:40:43.000-05:00,2023-01-05T05:00:43.000-05:00,53.67,47,55,-0.29,-0.04,12.375,82,64,95,60,96,95,256,2403,5574,4061,38940,21300,15360,780,0,10020,1.40625,1,71,58,47,85,59,95,92,93,88
1/6/2023,66,46,40,95,81,77,67,100,17670,21060,3390,2730,9930,5010,108,84,180,9900,2023-01-05T22:55:44.000-05:00,2023-01-06T04:46:44.000-05:00,60.03,49,56,0.22,0.04,12.25,83,52,95,78,96,81,315,2491,6714,5164,43800,17760,17820,1080,0,5940,1.46875,1,67,50,45,91,64,86,77,93,73
1/7/2023,66,45,35,99,95,71,67,100,17430,19320,1890,2370,6900,8160,67,90,210,9450,2023-01-07T00:05:01.000-05:00,2023-01-07T05:27:01.000-05:00,57.73,48,65,0.04,0.12,12.5,82,57,100,78,71,78,335,2462,7731,5999,41340,22800,13740,2340,0,6180,1.4375,0,61,50,43,85,68,100,85,95,8
1/8/2023,68,49,42,99,100,87,67,69,18330,19140,810,2880,7740,7710,75,96,180,9420,2023-01-08T01:23:07.000-05:00,2023-01-08T06:42:07.000-05:00,57.02,51,45,0.02,0.15,12.875,82,85,100,78,40,80,465,2607,10488,8344,28920,26940,22020,2580,0,5940,1.5,0,65,55,42,85,69,100,61,91,85
1/9/2023,68,39,61,98,95,78,72,100,15810,17580,1770,4140,4710,6960,102,90,330,8850,2023-01-08T23:09:36.000-05:00,2023-01-09T04:02:36.000-05:00,55.75,49,54,0.13,0.15,12.375,86,67,95,95,71,97,672,2769,11395,11398,37260,27480,11280,2400,1980,6000,1.59375,1,64,55,40,89,66,93,78,91,50
1/10/2023,74,52,55,97,100,91,70,100,19140,20040,900,3690,9120,6330,143,96,270,10020,2023-01-09T22:35:20.000-05:00,2023-01-10T04:09:20.000-05:00,59.03,48,69,0.14,0.2,13.25,83,56,100,95,71,99,667,2838,10112,10835,40740,20580,15720,1560,2040,5760,1.65625,0,62,70,41,38,58,93,86,93,43
1/11/2023,83,70,98,97,88,79,86,100,23310,26940,3630,7710,9150,6450,106,87,600,14100,2023-01-10T22:51:47.000-05:00,2023-01-11T06:20:47.000-05:00,56.58,46,43,0.05,0.19,12.375,84,79,100,100,71,98,374,2479,8003,6771,32040,26760,19380,1920,0,6300,1.4375,0,69,93,46,36,52,100,100,89,59
1/12/2023,80,61,96,96,97,85,75,100,21330,23220,1890,6810,9210,5310,124,92,360,11580,2023-01-11T23:03:03.000-05:00,2023-01-12T05:30:03.000-05:00,57.93,49,55,0,0.14,12.75,71,67,100,100,71,98,437,2600,9071,7778,36960,23280,20820,2220,60,3060,1.5,0,73,85,49,91,54,100,78,89,81
1/13/2023,75,57,76,100,95,73,70,100,20310,22500,2190,5070,5730,9510,95,90,270,11280,2023-01-12T23:36:39.000-05:00,2023-01-13T05:51:39.000-05:00,53.41,46,61,0.24,0.2,12.5,75,57,95,95,71,97,266,2357,5681,4684,40920,29220,12180,1260,60,2760,1.375,1,72,72,51,83,54,84,100,90,64
1/14/2023,73,50,64,95,90,74,91,100,18540,21000,2460,4290,9510,4740,83,88,1050,10740,2023-01-13T22:02:06.000-05:00,2023-01-14T03:52:06.000-05:00,57.48,45,47,0.43,0.37,12.5,93,86,100,95,71,96,399,2508,8296,7347,27540,18000,16020,2520,60,22260,1.46875,0,66,68,51,88,61,68,100,87,3
1/15/2023,72,43,83,96,96,86,67,100,16800,18420,1620,5550,5760,5490,85,91,180,9150,2023-01-14T23:39:03.000-05:00,2023-01-15T04:46:03.000-05:00,56.31,46,45,-0.51,0.12,12.375,83,55,100,78,71,95,304,2443,6199,5328,42360,21960,16320,1080,0,4680,1.4375,0,70,65,49,91,64,88,100,85,51
1/16/2023,70,48,50,99,96,74,75,100,18060,19740,1680,3360,6810,7890,86,91,360,9810,2023-01-15T23:39:47.000-05:00,2023-01-16T05:08:47.000-05:00,60.06,53,41,0.08,0.02,12.25,72,50,100,60,40,74,223,2377,5082,3645,45180,13020,12240,780,0,15180,1.40625,0,63,60,48,86,68,98,46,77,85
1/18/2023,76,49,64,99,98,87,97,100,18390,19800,1410,4290,6270,7830,82,93,930,10020,2023-01-17T23:38:16.000-05:00,2023-01-18T05:08:16.000-05:00,50.94,44,60,-0.21,-0.04,12.25,81,63,100,60,71,97,417,2526,9683,7853,38520,22020,13260,3600,60,8940,1.46875,0,69,75,47,59,65,98,100,82,66
1/19/2023,75,56,54,95,100,92,67,100,20100,21120,1020,3660,11520,4920,83,95,210,10440,2023-01-18T23:40:29.000-05:00,2023-01-19T05:32:29.000-05:00,56.45,50,40,0.29,0.15,12.25,83,55,100,78,71,96,379,2571,8671,6996,42420,5760,17520,1860,0,18840,1.53125,0,65,73,48,82,65,80,69,72,66
1/21/2023,74,50,95,95,98,96,64,67,18720,20040,1320,6330,7290,5100,103,93,150,9570,2023-01-21T01:25:50.000-05:00,2023-01-21T06:59:50.000-05:00,63.17,54,36,-0.01,0.18,13,91,100,100,95,96,98,441,2527,9977,8736,13140,17460,20640,1680,0,33480,1.46875,0,55,70,48,53,53,100,39,59,70
1/22/2023,66,53,55,98,95,68,86,37,19230,21420,2190,3720,8580,6930,82,90,600,10950,2023-01-22T02:02:01.000-05:00,2023-01-22T07:59:01.000-05:00,55,50,29,-0.58,-0.07,11.125,89,100,100,95,96,96,98,2066,1975,1878,3720,14340,3960,480,60,63840,1.21875,0,60,50,49,95,58,85,71,41,86
1/24/2023,65,36,43,78,83,84,97,96,15150,17820,2670,2910,8370,3870,75,85,930,8880,2023-01-24T00:39:01.000-05:00,2023-01-24T05:36:01.000-05:00,54.78,48,34,0.31,0,13,88,58,95,100,71,87,292,2439,6585,5103,40920,24900,16620,840,0,3120,1.40625,1,56,48,43,88,66,79,88,27,53
1/25/2023,76,60,43,98,99,80,86,100,21060,22500,1440,2910,10470,7680,160,94,600,11370,2023-01-24T22:32:48.000-05:00,2023-01-25T04:47:48.000-05:00,57.21,48,64,-0.16,0.04,12.25,90,60,95,100,71,96,563,2729,9034,10321,36360,4200,14340,3540,360,27600,1.625,1,63,75,46,89,71,100,88,48,34
1/27/2023,68,49,24,99,96,82,72,97,18450,20340,1890,1680,8280,8490,116,91,300,10200,2023-01-27T00:15:12.000-05:00,2023-01-27T05:54:12.000-05:00,52.82,46,60,0.1,0.14,11.875,84,55,95,95,40,95,293,2426,6475,5135,42840,23100,13380,1680,0,5400,1.40625,1,65,55,46,79,71,96,100,66,49
1/28/2023,78,67,57,99,97,75,89,88,22620,24660,2040,3840,10740,8040,122,92,690,12270,2023-01-27T23:58:03.000-05:00,2023-01-28T06:49:03.000-05:00,56.28,45,47,-0.19,0.03,12.625,94,92,100,95,71,97,696,2759,12168,12096,25140,29940,14520,2700,1860,12240,1.59375,0,74,80,52,87,76,98,100,68,75
1/29/2023,80,69,81,99,97,75,67,100,23100,25020,1920,5460,9450,8190,109,92,210,12510,2023-01-28T22:20:44.000-05:00,2023-01-29T05:17:44.000-05:00,53.27,44,68,0.02,0.04,12.375,95,96,100,95,71,97,218,2277,4504,3563,22860,23040,12180,840,60,27420,1.3125,0,71,85,57,55,68,100,100,86,37
1/30/2023,78,65,73,98,93,82,70,100,22140,24960,2820,4920,10260,6960,132,89,240,12270,2023-01-29T23:07:40.000-05:00,2023-01-30T06:03:40.000-05:00,53.98,45,55,-0.45,-0.11,11.875,95,79,100,95,96,98,586,2733,9205,10509,30480,24780,18780,4500,0,7860,1.59375,0,81,80,60,99,76,90,100,87,85
1/31/2023,80,62,74,96,99,85,81,100,21600,22860,1260,4950,10920,5730,108,94,510,11460,2023-01-30T23:00:57.000-05:00,2023-01-31T05:21:57.000-05:00,58.14,48,57,-0.09,-0.12,12.125,86,55,95,78,96,97,345,2518,7788,6135,42960,20520,18780,1260,0,2880,1.46875,1,72,85,61,83,69,100,84,88,28
2/1/2023,77,60,55,98,97,77,94,100,20940,22860,1920,3690,10170,7080,122,92,780,11430,2023-01-31T23:33:02.000-05:00,2023-02-01T05:54:02.000-05:00,56.99,51,49,-0.11,-0.08,12.125,88,69,100,78,96,98,666,2765,10244,11220,35760,25500,11160,2160,1800,10020,1.59375,0,71,78,62,84,72,100,60,87,63
2/2/2023,77,58,47,100,100,89,83,100,20520,21600,1080,3180,6990,10350,85,95,570,10830,2023-02-01T22:52:52.000-05:00,2023-02-02T04:52:52.000-05:00,59.61,52,58,-0.03,0,12,86,71,100,78,96,98,422,2567,9236,7821,36060,19140,18660,2460,0,10080,1.5,0,67,78,62,47,66,100,54,89,66
2/3/2023,75,57,39,100,96,76,97,100,20250,22260,2010,2640,8490,9120,118,91,960,10950,2023-02-02T23:19:41.000-05:00,2023-02-03T05:30:41.000-05:00,52.57,44,59,0.51,0.25,12.5,81,59,100,78,96,97,350,2454,7837,6503,40860,22680,14700,2040,0,6120,1.4375,0,76,73,62,86,67,61,100,90,53
2/4/2023,69,51,37,99,96,78,67,100,18690,20460,1770,2490,8010,8190,108,91,210,10110,2023-02-03T23:16:58.000-05:00,2023-02-04T04:57:58.000-05:00,60.37,46,49,0.53,0.5,13.125,74,81,95,60,71,96,165,2178,3683,2689,27960,35460,9300,600,0,13080,1.25,1,68,58,60,86,69,60,100,89,1
2/5/2023,77,73,52,98,88,64,78,97,24090,27600,3510,3450,13350,7290,219,87,450,13710,2023-02-04T20:06:58.000-05:00,2023-02-05T03:46:58.000-05:00,59.77,50,55,-0.07,0.38,12.375,92,91,100,78,96,98,743,2798,12171,13055,24720,24060,11100,2700,1980,21840,1.625,0,76,78,63,100,77,100,69,89,69
2/6/2023,79,64,65,96,96,76,99,100,21960,24120,2160,4320,12510,5130,185,91,900,12210,2023-02-05T22:29:36.000-05:00,2023-02-06T05:11:36.000-05:00,54.61,47,60,0,0.18,12.375,89,69,100,78,96,99,777,2946,13085,13211,35820,21540,18240,2580,1800,6420,1.71875,0,77,83,64,57,71,100,93,90,81
2/7/2023,72,52,62,96,86,73,89,100,19080,22200,3120,4110,9120,5850,97,86,1110,11940,2023-02-06T23:16:14.000-05:00,2023-02-07T05:26:14.000-05:00,53.61,45,63,0.47,0.28,12.375,91,61,95,95,100,99,478,2628,10541,9239,40500,19860,18180,3060,0,4800,1.53125,1,71,65,62,40,63,65,100,92,64
2/8/2023,73,59,48,98,93,70,78,97,20790,23460,2670,3240,9930,7620,140,89,450,11580,2023-02-07T23:51:22.000-05:00,2023-02-08T06:22:22.000-05:00,57.14,48,61,-0.16,0.23,12.25,91,72,100,95,100,100,740,2904,12977,12675,34980,22200,19860,2880,1560,4920,1.6875,0,69,68,62,79,61,100,85,92,28
2/9/2023,77,53,95,96,96,74,89,100,19230,21180,1950,6330,7230,5670,113,91,1110,10920,2023-02-08T23:53:33.000-05:00,2023-02-09T05:46:33.000-05:00,59.93,51,56,-0.36,0.01,12.625,86,60,100,95,100,100,447,2610,9595,8018,40680,22980,16440,3300,120,2880,1.53125,0,64,78,60,46,55,93,61,92,43
2/10/2023,80,63,80,95,96,85,75,100,21780,24000,2220,5340,11460,4980,95,91,360,11820,2023-02-09T23:19:18.000-05:00,2023-02-10T05:59:18.000-05:00,56.22,47,56,0.29,0.09,12.875,83,55,100,95,100,99,372,2555,7849,6145,43260,22320,16860,2160,120,1680,1.5,0,78,85,61,80,56,80,93,92,82
2/11/2023,68,52,42,100,81,71,89,80,18990,22740,3750,2820,7110,9060,75,84,660,11910,2023-02-11T00:20:32.000-05:00,2023-02-11T06:39:32.000-05:00,59.55,46,39,0.31,0.33,11.5,76,84,100,100,100,98,470,2559,10968,8834,29280,26100,20160,3000,0,7860,1.5,0,69,55,60,83,60,78,100,87,35
2/12/2023,71,52,61,97,88,73,86,87,19050,21780,2730,4080,8340,6630,54,87,600,11280,2023-02-12T00:16:22.000-05:00,2023-02-12T06:19:22.000-05:00,58.39,45,39,-0.14,0.29,12.375,82,80,100,95,100,96,262,2331,6061,4604,30480,28140,15960,960,0,10860,1.34375,0,67,63,58,90,60,100,100,80,8
2/13/2023,68,56,22,96,90,69,70,100,20070,22920,2850,1560,12630,5880,132,88,240,11160,2023-02-12T22:47:41.000-05:00,2023-02-13T05:09:41.000-05:00,57.15,43,47,0.08,0.2,11.75,94,72,100,95,100,98,830,2975,15182,14939,34560,22380,18060,4260,1500,5640,1.71875,0,69,55,58,99,68,98,97,76,32
2/14/2023,82,66,81,100,98,78,94,100,22440,24060,1620,5370,7650,9420,97,93,810,12120,2023-02-13T22:50:56.000-05:00,2023-02-14T05:31:56.000-05:00,58.45,48,57,0.4,0.33,12.375,93,66,100,95,100,98,417,2549,9113,7519,38520,22680,18660,2520,60,3960,1.5,0,69,90,60,42,59,70,84,80,58
2/15/2023,67,48,33,96,88,71,75,100,18000,20640,2640,2280,9840,5880,113,87,390,10200,2023-02-14T23:11:06.000-05:00,2023-02-15T04:55:06.000-05:00,54.6,46,54,0.47,0.54,12.875,91,59,100,95,100,98,488,2646,11405,9029,41220,19860,16680,4020,0,4620,1.53125,0,66,52,58,85,60,65,99,81,25
2/16/2023,66,44,36,98,88,71,75,100,16950,19380,2430,2460,7500,6990,89,87,390,9660,2023-02-15T23:22:49.000-05:00,2023-02-16T04:45:49.000-05:00,51.31,44,46,0.23,0.55,12.25,87,52,95,95,100,98,573,2785,12962,10948,44400,9780,22500,3540,0,6180,1.65625,1,67,50,55,79,61,85,100,77,52
2/17/2023,58,29,44,71,86,91,67,75,13380,15600,2220,3000,6870,3510,117,86,1590,8280,2023-02-17T01:30:32.000-05:00,2023-02-17T05:50:32.000-05:00,65.45,55,40,-0.05,0.36,12.25,92,90,100,100,100,97,460,2618,9999,8251,25260,20940,26640,1260,0,12300,1.53125,0,47,30,49,72,58,100,28,70,21
2/18/2023,64,35,70,85,76,84,86,77,14910,18180,3270,4680,6030,4200,57,82,1170,9480,2023-02-18T01:07:17.000-05:00,2023-02-18T06:10:17.000-05:00,58.64,48,70,0.1,0.27,12.75,89,91,100,100,96,96,654,2854,13884,12149,24660,22980,32400,2580,0,3780,1.65625,0,67,45,44,95,61,96,84,83,86
2/19/2023,65,41,25,89,98,86,67,100,16230,17460,1230,1710,10170,4350,144,93,210,8550,2023-02-18T23:41:57.000-05:00,2023-02-19T04:32:57.000-05:00,55.75,46,76,-0.03,0.22,13,75,79,100,100,100,97,723,2900,15854,13905,30960,19260,29100,4140,60,2880,1.6875,0,63,48,42,86,57,100,99,89,31
2/21/2023,80,65,85,99,99,77,70,100,22140,23640,1500,5640,8460,8040,144,94,270,11970,2023-02-20T23:06:18.000-05:00,2023-02-21T05:40:18.000-05:00,54.9,46,56,0.04,0.22,12.375,70,69,100,100,100,97,610,2773,12897,11162,36420,21840,18600,4800,120,4620,1.625,0,70,85,45,87,62,100,99,89,32
2/22/2023,63,38,26,97,96,71,67,100,15540,17160,1620,1770,7380,6390,109,91,210,8610,2023-02-21T23:27:33.000-05:00,2023-02-22T04:13:33.000-05:00,58.61,50,63,-0.51,0,13,67,52,100,100,100,97,435,2589,9522,8299,44400,20100,14400,3180,0,4320,1.5,0,59,43,43,76,59,88,68,92,45
2/23/2023,72,53,67,99,79,67,91,100,19230,23100,3870,4470,6300,8460,122,83,1050,11700,2023-02-22T22:02:04.000-05:00,2023-02-23T04:27:04.000-05:00,54.09,46,58,0.06,0.02,12.875,70,71,100,100,100,97,529,2680,11911,9900,34980,21360,21600,3480,0,4980,1.5625,0,67,65,45,79,62,100,100,92,33
2/24/2023,75,68,42,100,88,73,70,100,22830,26280,3450,2820,7710,12300,98,87,270,12570,2023-02-23T22:27:57.000-05:00,2023-02-24T05:45:57.000-05:00,51.9,46,100,-0.29,0,12.125,72,82,100,100,100,97,392,2492,9286,7352,29820,25980,15360,2040,60,13140,1.4375,0,78,73,50,84,62,95,100,100,100
2/25/2023,76,59,66,100,79,73,94,100,20610,24780,4170,4380,7380,8850,86,83,780,13290,2023-02-24T22:04:31.000-05:00,2023-02-25T04:57:31.000-05:00,63.29,53,71,0.31,0.21,12.75,80,80,100,95,100,96,231,2313,5113,3884,30660,21900,16200,300,0,17340,1.34375,0,71,75,53,93,67,78,46,100,81
2/26/2023,79,65,82,96,79,73,91,100,22080,26580,4500,5430,11400,5250,140,83,750,13440,2023-02-25T22:59:06.000-05:00,2023-02-26T06:22:06.000-05:00,59.61,49,54,0.1,0.29,11.875,89,78,95,78,100,88,277,2350,6514,5108,32040,20820,14520,1140,0,17880,1.375,1,72,83,56,100,75,97,78,99,19
2/27/2023,72,53,65,96,95,73,78,93,19260,21360,2100,4290,9840,5130,81,90,420,10560,2023-02-27T00:15:31.000-05:00,2023-02-27T06:11:31.000-05:00,56.06,47,42,-0.06,0.27,12.125,89,75,100,78,100,92,475,2602,10865,8961,33300,21540,17460,3180,0,10920,1.53125,0,75,65,56,97,80,100,93,94,55
2/28/2023,63,41,25,96,90,72,64,100,16350,18540,2190,1740,9360,5250,119,88,150,9330,2023-02-27T23:52:25.000-05:00,2023-02-28T05:01:25.000-05:00,53.15,46,43,0.44,0.35,12.75,87,56,100,78,100,95,492,2644,11058,9145,42180,20940,16200,3840,60,3180,1.53125,0,70,43,54,87,80,67,100,90,47
3/1/2023,63,48,29,97,65,71,67,100,18060,23520,5460,1950,9480,6630,126,77,210,10920,2023-02-28T23:32:57.000-05:00,2023-03-01T06:04:57.000-05:00,52.41,45,43,0.24,0.42,12.375,88,66,95,78,100,96,541,2658,6124,9796,37560,26340,13560,2520,540,5880,1.5625,1,68,43,53,78,78,85,100,86,46
3/2/2023,81,74,83,100,95,71,70,100,24270,26820,2550,5520,9480,9270,156,90,270,13470,2023-03-01T22:16:06.000-05:00,2023-03-02T05:43:06.000-05:00,58.86,50,50,0.28,0.46,12.375,86,66,100,78,100,99,869,3061,15478,15074,37320,17760,19740,4500,1560,5520,1.78125,0,75,88,57,72,76,81,69,84,97
3/3/2023,69,50,40,98,100,74,81,86,18600,19680,1080,2670,8520,7410,84,95,480,9870,2023-03-03T00:42:14.000-05:00,2023-03-03T06:10:14.000-05:00,54.2,48,53,-0.4,0.16,12.375,88,71,95,95,100,99,522,2681,11520,10009,35640,21120,22380,2580,60,4620,1.5625,1,66,58,56,39,67,91,86,83,72
